Nr,Vorname,Nachname,Titel,Geschlecht,Konfession,Bemerkungen
354,"Johann Georg","Schumbsky",,2,0,"Vater von mehreren Kindern, darunter Franz Sch. Großvater von Theresia Sch. Starb Ende 1730 (P 13, 16r). 
Sein Schwiegervater war der Büchsenspanner Johann Wilhelm Neubauer, der 33 Jahre gedient hat. (P 13, 327r).
Bekannter Wiener Büchsenmacher, ansässig in der alten Stallburg (Mitis, 60).

Verh. Mit Theresia. 
Tochter Elisabeth Theresia, getauft 16.10.1718, Pate war Paul Neidlinger (Neudlinger), kais. Zeugdiener. Patin Maria Theresia Zechetner und Elisabeth Neidlinger (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 90).
Tochter Anna Maria, getauft 22.2.1721, Patin Maria Theresia Zechetner und Maria Theresia Hirtz (Ebd., 100).

Neue Ehefrau! Verh. Mit Maria Anna. 
Tochter Maria Barbara, getauft 7.11. 1723. Patin maria Theresia Hirtz und Anna Regina Leidl (Ebd., 105).
Sohn Johann Joseph, getauft 8.7.1726. Pate Johannes Waferdorn (?) und seine Frau Anna Maria Catharina (Ebd., 110).

Eine Theresia Schumbskin, vidua und infirmaria starb am 22.11.1748 bei Hof (Hofburgpfarre, Sterbebuch 1648-1755, 22)."
356,"Valentin","Rumbleck",,2,0,"starb 1728 nach mehr als 30 j Dienst ( P 14, 226v)."
357,"Peter Anton","Fenner",,2,0,"jubilation?"
359,"Johann Michael","Kaftmüller (Kastwaller)",,2,0,
364,"Otto Ferdinand","Herzog",,2,0,
366,"Andreas","Schwartz",,2,0,
367,"Martin","Wald",,2,0,
369,"Bartholomäus","Tünkl",,2,0,
370,"vacat","vacat",,2,0,
372,"Philipp Eugen G.v.","Merode","1718 wK, wGR, RGV, spGr, GFM",2,0,"1718: Graf zu Monfort
span. Grande 1. Klasse, General Feldmarschall
Obrister über ein Regiment zu Pferd

v"
375,"Ferdinand","Promb",,2,0,
376,"Florian","Schilling",,2,0,
379,"Franz","Schück",,2,0,
380,"Rudolph","Hien",,2,0,"mit I.M. der Kaiserin angekommen
1741 bekommt er eine Pension von 350 fl (P 17, 50r)."
381,"Daniel","Teplizka",,2,0,"mit I.M. der Kaiserin angekommen"
382,"Paul","Zeillinger",,2,0,"mit I.M. der Kaiserin angekommen"
383,"Matthias","Koch",,2,0,"mit I.M. der Kaiserin angekommen. Starb vor März 1744 (Prot 17, 440v)."
384,"Johann Michael","Rebhindl",,2,0,"mit I.M. der Kaiserin angekommen"
385,"Franz","Bonn",,2,0,"mit I.M. der Kaiserin angekommen"
386,"Johann Gottfried","Denck",,2,0,"mit I.M. der Kaiserin angekommen. Verw mit anderen Denck? Ehemann von Maria Elisabeth Denckin, Vater von 2 Söhnen (P 14, 92v). Starb vor Dez 1732 (P 13, 507v),  (Lindner 115)."
387,"Johann Valentin","Freywillig",,2,0,
388,"Johann Wenzel","Webersing",,2,0,"Vater von Johann Michael (Haupt, 144). Starb im Mai 1731."
389,"Georg","Reichgruber",,2,0,"Vater von Karl Joseph (1435) ( P 11, 307v)

Seine Tochter Maria Clara R. heiratet im Nov 1724 Franz Albert Würtz, kais. Leibchirurg (Trauungsbuch St. Stephan 1723-25, 589)."
392,"Zacharias","Kirchmayr",,2,0,
393,"Johann","Lieber",,2,0,
394,"Emanuel","Pauer",,2,0,
396,"Johann Georg","Truckenbrein",,2,0,"verw. Mit 1993 unklar"
399,"Franz Andre v.","Talheim","1717 E.v., 1730 HKR",2,0,
400,"Anton","Prata",,2,0,
401,"Johann Georg","Herzog",,2,0,
402,"Friedrich","Korttenkalch",,2,0,
403,"Johann Georg","Bayr",,2,0,
404,"Paul","Gruber",,2,0,
405,"Johann Georg","Laidt",,2,0,
407,"Ignaz Joseph","Lantz",,2,0,"Vater von Ignaz Joseph L. , hat den Dienst 33 Jahre lang gemacht. (P 21, 199r)."
408,"Dionysius","Bünnen",,2,0,"verw mit 879?"
409,"Peter","Heinrich",,2,0,
410,"Jakob","Verhueffen",,2,0,
411,"Karl Joseph G.v.","Paar","1715 wGR, K, RGV",2,0,"Freiherr auf Hartberg und Krottenstein"
412,"Arnold v.","Froon",,2,0,
413,"Leopold Saturnus","Lentz",,2,0,
414,"Max","Partuska",,2,0,
415,"Joseph Folch G.v.","Cardona","1715 wGR, 1717 F.v., 1718 Präs.d.NL.Rats, 1722 RGV",2,0,"G.v. und zu Walsee
G.v. Guadalest und von Castelnovo 
Admirant von Aragon. Er bekommt als OHM der Kaiserin 12000 fl Sold, bestehend aus Besoldung 2000fl, GR Besoldung 2000fl und zuebueß  8000fl! In Spanien hatte er 19666fl verdient! Restbetrag soll ihm anderwärtig anzuweisen sein. 1722 werden ihm Titel gestrichen
stirbt im Juni 1729

v

v"
417,"Franz","Adversat","1715 SJ",2,1,
418,"Johann Fernandez","Brunetti",,2,0,"starb 1729. 

Heiratet am 24.2.1718  Elisabeth, geb. Cerrini. In Beisein des Kaiserpaares, der Kaiserinwitwen EM und AW und 4 Ehinnen (P 12, 173r; Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 396). 

Bruder von Leopold F. B., Sohn  von Johanna und Peter Br (P 12, 575v), Verlassenschaft der Tante? Vorfahrin? Jungfrau Johanna Brunette, Kammerdienerin der reg. Kaiserin. Peter Fernandez Brunette, Kammerdiener der reg. Kaiserin als univ. Erbe eingesetzt (OMaA Abh. 1682/570a). 

Taufpate für ein Findelkind, das am 4.5.1719 bei Hof abgegeben und am 3.5.1721 getauft wurde. Namen Johann Michael Merkchs (?). Brunetti vertreten durch Franz Anton Wagegg, dessen Kassier (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 100)."
420,"Anton","Leplat",,2,0,
421,"Johannes Anton","Fleurgen",,2,0,
422,"Richard","Stein",,2,0,
425,"Laurenz","Ziller",,2,0,"Vater von Bernhard Ziller, Musiker (P 8, 18r)."
428,"Peter","Verbeucken",,2,0,
429,"vacat","vacat",,0,0,
431,"Wilhelm","Altmüller",,2,0,
437,"Johannes","Kleinschenk",,2,0,
438,"Maria Theresia F.v.","Auersperg, geb. Rappach","Witwe",1,0,"Herzogin in Schlesien zu Münsterberg und Franckenstein

blieb 1741 bei Elis. Chr. (OMeA ÄZA K. 40, 37r-39v)."
440,"Karolina F.v.","Liechtenstein",,1,0,
442,"Ernestine G.v.","Strasoldo (I)",,1,0,"geb. 1695, mit Elisabeth Christine als Hofdame aus Spanien gekommen, heiratet 1714 einen Grafen v Windischgrätz (Statthalter), sie stirbt 1.7.1766. (Europ.genealog. Handbuch, Kh-M, 1766, 190; Kh-M, 1766, 190)."
445,"Gertrudis G.v.","Nuza y Gylabert",,1,0,
447,"Eleonora G.v.","Goess",,1,0,
448,"Maria Anna G.v.","Thierheim (I)",,1,0,"1722 gestrichen"
449,"Marianna G.v.","Hohenfeld",,1,0,
450,"Maria Josepha G.v.","Rottal",,1,0,"1728: Fräulein Rottal verheyrathet d 14. juny zu Laxenburg mit dem Hr. hofrath Graf v. Hamilton"
451,"Franziska G.v.","Castelbarco",,1,0,
452,"Anna Maria Josepha G.v.","Auersperg",,1,0,
454,"Magdalena","Pichler, geb. Cerrini",,1,0,"Tochter von JB Fabricius Cerrini, Schwester von Elisabeth und Theresia Cerini (P 10, 263r).

Hatte eine spanische besoldung von 1400 fl. In wien bekommt sie besoldung von 282 fl und adjuta von 1118 fl! 

Starb am 12.5.1728 (P 12, 192r)."
459,"Anna v.","Roussel",,1,0,"war in Spanien, besoldung von 800 fl (120+680 in Wien). Wird 1722 pensioniert wegen ihrer überkommenen schwachheiten (P 10, 450v).
Mutter von Christina de Roussel"
462,"Anna Maria","Windecker",,1,0,
465,"Karl Maximilian G.v.","Thurn u. Valsassina","1715 wGR, RGV",2,0,"v"
470,"Peter G.v.","Mollard",,2,0,
473,"Johann Joseph G.v.","Breuner",,2,0,
475,"Balthasar","Müller","1715 SJ",2,0,
476,"Franz Xaver","Händler","1715 SJ",2,1,
477,"Georg","Zunhamer","1715 SJ",2,1,
478,"Bartholomäus v.","Platz",,2,1,
479,"Joseph","Steiner",,2,1,
486,"Sebastian Rochus","Jung",,2,0,
487,"Johann Baptist","Manenbach","1722-27 s.n.",2,0,
492,"Johann Georg","Fux (Fuchs)",,2,0,"Besoldung rückwirkend ab 1.10.1711."
495,"Johann Ignaz v.","Schwingheim","1720 HRRR, 1732 E.v., 1738 h.e., 1740 schl. KR",2,0,"Sein Bruder war Konzipist und Titular-Sekretär bei der Hofkammer (hat sich 1712 erfolglos um truchsessstelle beworben). Der Vater war Bürgermeister von Wr. Neustadt (P 7, 158v). 

Aus erster Ehe Kinder Franz Joseph und M. Theresia. Zweite Ehe mit Maria Margaretha geb. Fauconnet, mit ihr 2 Kinder Johanna Nepomucena und Emanuela Carolina. (OMaA Test 634, 1736/8). 

Ist TZ bei der Hochzeit von Wenzel Pölzel und Maria Barbara Kihrerin (?) am 11.7.1717. TZ auch Franz Maria Petrasch (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 388). 

Ist auch TZ bei der Hochzeit Viktoria v. Schwingheim (Tochter, Schwester, Nichte?)

1756 gestrichen.

V"
496,"Franz Anton E.v.","Zaunern",,2,0,
500,"Franz Ignaz","Fuchs",,2,0,
501,"Reiner H.v.","Gaich",,2,0,
502,"Franz Jakob v.","Bourglon","1728 h.e., 1730 v., HRRR",2,0,"1728 der Stromaintz starb d   marty 1728, successit Franz Jakob Bourglon. 
Ab 1738 folgt Johann Jakob B. Verw? Od Ident?

Heiratet am 24.11.1717 als Schlosshauptmann Josepha E.v. Marschautin. TZ waren Johann v. Isendick, Kammerzahlmeister, Johann v. Brunetti, Kammerzahlmeister der Kaiserin. In Beisein von Kaiserpaar, Kaiserinwitwen Eleonora und Amalia und 4 Ehinnen. (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 393). 

Eine Johanna v. Bourglon, eine ehem. Kammerdienerin Eh. M. Magdalenas heiratet am 13.2.1747 Karl v. Schaumberg, intima cancellaria aulico graecensis concipista. In Beisein v. Franz Stephan, MT. TZ waren Bernhard Kempf de Angreth, rei armentoria caes secretarius, Joseph de Häring, cancellaria aulico graecensis secretarius, Anton v. Mayer, camera aulica procurator, Werner E.v. Eckard, kais. Stadtanwalt (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 707). Tochter? 
V"
505,"Jakob","Saris",,2,0,"verlassenschaftsabh. Wasmayr Gerhab für seine Kinder.

Taufbuch 01., St. Michael 01-07 1713, 9: Alexander Josephus Thaddaeus, ex patre praenob. Domino Jacobo Saris et matre Maria, Patri: dominus Rupertus de Schwert, Domina Susanna Fackonetin, obst. Catharina Kickartin, a D. Ambrosio."
506,"Johann Georg","Schuster",,2,0,
508,"Matthias","Hochauff",,2,0,
510,"Johann Ludwig","Mayr",,2,0,"Schwiegervater von Nikolaus Alberti (P 10, 438v)."
512,"Matthias","Müller",,2,0,
516,"Johann Sebastian","Schmidt",,2,0,"Kuchlinspektor und Vize-Hofcontr. 1.4.1720-22.8.1731. Damit erlischt das Amt wieder, nur eingerichtet, weil Schmidt von Eleonora hinterlassen wurde."
520,"Franz Gregor","Grüner",,2,0,"Vater von Franz Joseph G.(nicht im Hofdienst), Onkel von Hofkaplan G.( P 13, 493r, P 14, 234v)

+ 1 Junge 
1731 + 2 jungen
1733 als Summelier und Silberdiener + 3 Jungen"
521,"Sigmund Franz G.v.","Wagensperg","1715 GR, K",2,0,"Ober- Erbland Marschall in Kärnten

starb Anfang 1733. Universalerbe ist der Vetter Sigmund Rudolf G.v. Wagensperg, GR und IÖ Commercienratspräsident, auch Landesverweser d. Hzgtm Steyer (OMaA 634, 1733/4).
V"
525,"Joseph","Höck",,2,0,"+ 1 Gehilfe und 2 Träger"
526,"Melchior","Gang",,2,0,"Besoldung rückwirkend ab 1.10.1711. resigniert am 31.3.1725 

beim Kaiser: 
1719: + 1 Knecht
1720 ebenso
1725: beim Kaiser gestrichen, durch Joseph Anton Appel ersetzt (sein Schwiegersohn! P 10, 633)

1735 stirbt er

schon unter Leopold I und Josef I gedient, seit 1701

Gaun und Gang idente Familien? 
Ein Melchior Gaun (!), Zuschroder und seine Frau Maria Elisabeth sind Taufpaten für die Tochter von Christian Eder, Brunnenschöpfer, namens Anna Maria Eleonora, getauft am 26.8.1713! Vertreten werden sie durch ihre Tochter Anna Maria Eleonora (Hofburgpfarre, Tauf-, Trauungsbuch, 1619-1755, 71).
Die Tochter Maria Eleonora auch anstatt der Mutter Taufpatin für die nächste Tochter Christian Eders, Maria Eleonora, getauft 16.9.1715. (Ebd., 83)."
527,"Johann Georg","Pappenberger",,2,0,
530,"Michael","Scheck",,2,0,"+ 1 Gehilfe 1 Junge

1719 ebenso"
532,"Simon Pancratz","Londini",,2,0,"1716: + 4 Rottmeister
30 Hart
3 Hart Tromp
1 Barbier
1 Schmid
1 Wachtknecht
1719 ebenso
1720 ebenso"
533,"Leonhard","Kostberger",,2,0,"1716: + 5 Rottmeister
40 Trab
1 Wachtknecht
1719 ebenso"
534,"Nikolaus G.v.","Palffy v. Erdöd","1715 GR, RGV, GFM, Statthalter in Ung.",2,0,"starb 1732. Palatin von Ungarn, Obrister über ein Regiment zu Fuß
Statthalter in Ungarn

v"
535,"Franz Ernst","Harswinkel",,2,0,
536,"Johann Peter v.","Osbourg",,2,0,
537,"Anton G.v.","Millesimo",,2,0,
539,"Adolph Marin Fr.v.","Andlau",,2,0,
540,"Johann G.v.","Serbelloni",,2,0,
542,"Friedrich G.v.","Goswarein",,2,0,
543,"Gregori G.v.","Coder",,2,0,
544,"Ferdinand G.v.","Scherffenberg",,2,0,
545,"Martin","Auerbacher",,2,0,"1719: + 2 Heubinder, 1 Futterknecht, 2 Reitschmid, 10 Leiblakaien, 2 Leibkutscher, 42 Kutscher mit Vorreitern und jungen, 16 Reitknecht, 4 Stangenknecht

Seine Tochter Maria Anna heiratet am 15.5.1742 Joseph Kapfer, kön hofkontrolloramtsofficier. TZ ist Martin Stadler, Zeltschneider (Schotten, Trauungsbuch 1740-43, 145v)."
549,"Simon","Wolff",,2,0,
550,"Johann Georg","Schreyeder",,2,0,"1 Gehilfe
3 Jungen
3 Hof- und Feldtrompeter"
553,"Valentin","Gottwald",,2,0,
555,"Franziska Eleonora G.v.","Scherffenberg, geb. G.v. Lamberg","Witwe",1,0,
556,"Johanna Katharina G.v.","Thurn",,1,0,
558,"Margaretha G.v.","Eril u. Cardona",,1,0,
559,"Maria Elisabeth G.v.","Orlick",,1,0,
560,"Maria Isabella G.v.","Thurn",,1,0,
561,"Maria Isabella G.v.","Breuner",,1,0,"heiratet am 24.8.1729 Rudolph Joseph Graf Korzensky (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 536)."
562,"Maria Anna G.v.","Pemmelberg",,1,0,
563,"Maria Anna Euphemia G.v.","Petazzi",,1,0,"Tochter/Schwester von General Petazzi? 1746 gestrichen: am 1.6.1746 von hof austritt umb künftig ??? Zu leben (ZA SR 44)."
564,"Maria Josepha G.v.","Kienburg",,1,0,
565,"Antonia G.v.","Mollard",,1,0,
567,"Rosa G.v.","Kuefstein",,1,0,
571,"Sabina Christina G.v.","Gilleis, geb. G.v. Starhemberg","Witwe",1,0,"Schrieb 1696 ein Artzney-Buch zusammengezogen aus unterschiedlichen köstlich und hoch berühmten Artzney Büchern."
572,"Potentiana","Burger, geb. Eisenhut",,1,0,"seit mind. 1706 Kammerfrau bei M. Elisabeth (Schem.)

1725 gestrichen. Mutter von Johann Maximilian Burger, Katharina Franziska Gerner, Maria Elisabeth v. Penz, Clara Susanna Theresia Burger und Maria Anna Streitberg (Test 7129/6).
Großmutter von Joseph Schwamberger (P 12, 258r). 
Ihre verstorbene Tochter Maria Barbara Schwamberger, geb. Burger hat außerdem Franziska, verh. Krafftin, Theresia Schwamberger, Kammerdienerin, Joseph und Leopold Schwamberger als Kinder (Test 632, 1729/6)."
574,"Katharina Margaretha","Ansalon","ab 1725 am Brüsseler Hof",1,0,"1725 gestrichen, geht nach Brüssel. Heiratet ca 1725 den Hofsekretär der Gouverneurin, Anton Franz v. Rossi ( P 12, 314v; Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 483)."
577,"Maria Anna","Schnitzenbaum",,1,0,"Schwägerin von JJ Fux (Köchel, 10). Eine weitere Schwester, Maria Theresia, müsste auch Kammerdienerin gewesen sein. Maria Anna dient 1730 bereits 30 Jahre als kammerdienerin, wird auf eigenen wunsch wegen alters und unpässlichkeiten bei vollem gehalt jubiliert auf lebenszeit. (P 12, 580v). Starb 1736."
578,"Josepha (E.v.)","Marschaut",,1,0,"Heiratet am 24.11.1717 Franz Jakob v. Bourglon, Schlosshauptmann v. Laxenburg. TZ waren Johann v. Isendick, Kammerzahlmeister, Johann v. Brunetti, Kammerzahlmeister der Kaiserin. In Beisein von Kaiserpaar, Kaiserinwitwen Eleonora und Amalia und 4 Ehinnen (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 393)."
579,"Johann Wenzel G.v.","Callas","1715 wGR, K, Statthalter in Bö.",2,0,"königl. Statthalter und Obrister Land- Marschall im Königreich Böhmen,
dermaliger Botschafter zu Rom

v"
581,"(Rupert) Nikolaus","Selliers",,2,0,"1724:starb den 6ten aug. verlassenschaftsabh. 1722 (?). Neffe von Franz Joseph S. und Anton S (P 12, 258r-v)."
583,"Johann Ignaz","Neue",,2,0,
584,"Ludwig","Grange",,2,0,
586,"N.","Gisky",,2,0,
591,"Katharina","Krumplitz",,1,0,"arbeitet seit  (mind) April 1697 am Hof als djh mundköchin (AA 1720)
+ 1 Gehilfin Elisabeth Wismüller (1720 fehlt Name)
2 Kuchelmenscher
1 Kucheltrager
1721-25: Gehilfin Justina Königsbergerin
1718-20 keine Namen"
592,"Joseph Ignaz G.v.","Paar","1715 wGR, K, 1732 RGV",2,0,"Fr auf Hartberg und Krottenstein, Fürstenfeld und Stain.


Besoldung für den Obersthofmeister der regierenden Kaiserin Amalia W., Paar: 1.500 fl.
+ 2000 fl als Geheimer Rat (HWA SR. 3, 258r-v).

V"
593,"Johann Karl G.v.","Nostitz u. Rieneck","1715 RHR, 1716 K, 1719 GR",2,1,"war Oberstsilberkämmerer unter Joseph I. 1711 zu Kaiser Karl nach Mailand geschickt. Vater von Anton Christoph N.

V

Eine Anna Dominika u. Ludmilla Nostitz bekommen ab 1.4.1760 jede 150 fl aus dem Geh. KZA (Geh. KZA 6, fol. 19, Nr. 70)."
594,"Ferdinand Anton Fr.v.","Rovere","1716 K",2,0,"Ämterkumulation? Oder gleichnamigen Sohn?

V"
595,"Johann Joachim G.v.","Zierotin",,2,0,"auch Rat und Landrechtsbeisitzer in Mähren, seit Leo I im Dienst. Starb vor Juni 1716 (OMaA, Test, 1716-11)."
596,"Joseph G.v.","Würmb",,2,0,
597,"Franz Valerian G.v.","Potztatzky","1735 wK, HKR",2,0,"und Cameral-Landtags Commissarius im Markgrafentum Mähren

verh. mit Maria Theresia, geb. G.v Lichtenstein.
Starb vor 9.9.1741 (OMaA Test 1741-13). 

Sohn Karl Joseph Anton, getauft 4.3.1725. Paten Kaiserpaar (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 108). 
Tochre Maria Amalia Wilhelmina Theresia, getauft 5.7.1726, Patin AW (Ebd., 109). 
V"
598,"Johann Adolph G.v.","Metsch",,2,0,
600,"Johann Andre G.v.","Lengheim",,2,0,
601,"Paul G.v.","Nadasdy",,2,0,
602,"Karl","Granelli","1715 SJ",2,1,
603,"Franz","Stutenus","1715 SJ",2,1,
604,"Anton","Schirnagl","1715 SJ",2,1,
605,"Jakob","Stangeri",,2,0,"30.12.1712- 15.11.1724 (gestorben)

unter Josef I Hofkaplan"
607,"Richard v.","Grüner",,2,1,
608,"Franz","Gualzetto",,2,1,
609,"Kaspar","Lehner",,2,1,
611,"Johann v.","Herrmann",,2,0,
612,"Johann Jakob","Stupan v. Ehrenstein",,2,0,"bewirbt sich 1712 erfolglos um eine Truchsessenstelle. Wird abgelehnt, da er einen geringen dienst angenommen, so mit der truchsessenstelle nicht compatibel, hat er sich dardurch selbsten exkludiert. (P 7, 160r). War auch Komponist und seit 1710 am Kaiserhof in Dienst, auch bei Max Herzog von Braunschweig-Lüneburg, war angeblich auch Hofrat, nix davon im HK. (musiklexikon.ac.at). 

Später ein Vinzenz St.v.E als Kanzlist in der Staatsratkanzlei (Schem 1772). 
Starb 1739 (OMaA, Test, 1739-3).

Ein Anton Maria St.v.E. Hofrat und Staatsrat (Faber, Beamtenkarrieren im Litorale, 337; Kh-M, 115, 242). Der stirbt am 14.4.1777 (Kh-M, 1777, 159). Verwandt?"
615,"Johann Matthias","Maderer",,2,0,
621,"Valentin","Braitenbach",,2,0,
623,"Friedrich","Müller",,2,0,"als Quardar.1731 + 1 Junge
1737 ebenso
1739 ebenso"
628,"Johann Baptist","Strusinger",,2,0,
629,"Friedrich","Graf",,2,0,
630,"Peter","Schniter",,2,0,
633,"Andreas","Deiss",,2,0,
635,"Friedrich","Dehne",,2,0,"seine Tochter Anna Maria Francisca heiratet einen Hausinspektor Andre Jenisch ím Okt 1739 (Trauungsbuch St. Stephan 1739, 131)."
636,"Matthias","Gstatter",,2,0,
638,"Dominik","Gratz",,2,0,"+ 1 Gehilfe
3 Jungen"
640,"Andreas Leopold","Führer",,2,0,"1725: 1 Kellerdiener Ferdinand Conrad
1 Liechtcammer-Junge


Heiratet am 8.2.1720 Eva Elisabeth Seyerlin. (Hofburgpfarre, Tauf-, Trauungsbuch, 1619-1755, 237 u. 421).


1728 gestrichen"
641,"Daniel","Zech",,2,0,"+ 1 Schreiber. Verlassenschaftsabh seiner Frau 1721."
645,"Johann Michael","Sartori",,2,0,"Ein Martin Sartori, amalischer Vorreiter, heiratet im Febr 1740 (Trauungsbuch St. Stephan 1739-40, 247). 

Ein Joseph Ignaz Sartori hat am 16.9.1731 Elisabeth Dansky (Danschin) geheiratet (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 567).

Eine Barbara Sartori bekommt v.22.7.1767 für ihre zwei Kinder Barbara 9 J und Georg 7 J 60 fl (Geh. KZA 6, fol. 34, Nr. 187)."
646,"Jakob","Widtman",,2,0,"+ 1 Silberwascherjunge"
647,"Matthias","Rausch",,2,0,"+ 1 Kellerdiener
1 Kellerbinder
1 Liechtkammerjunge"
648,"Christian","Radax",,2,0,"1718: + 1 Gehilfe
1 Junge
1725: Gehilfe heißt Franz Terschupp
2 Jungen
1726 ebenso
1735: 1 Gehilfe, 1 Junge
1736 ebenso
1737 ebenso
1739 ebenso"
650,"vacat","vacat",,2,0,"+ 1 Gehilfe
 2 Jungen"
651,"Joseph","Lucam",,2,0,
654,"Angelo","Poli",,2,0,
658,"Johann Otto","Ponhaimer",,2,0,
660,"Stephan","Seidl",,2,0,
661,"Sigmund","Muffat",,2,0,
662,"Anton","Sonnwald",,2,0,
663,"Anton","Fruhewürth",,2,0,
664,"Johann Michael","Edlbauer",,2,0,
665,"Jakob","Winter",,2,0,
667,"Jodocus","Christ",,2,0,
669,"Georg","Gottwaldt",,2,0,
671,"Gotthard","Angermayr",,2,0,"+ 8 Rippinisten"
672,"(Franz) Ludwig G.v.","Zinzendorf u. Pottendorf","1715 HKrR, GFWM, 1716 K, GR",2,0,"Erbland Jägermeister in Österreich, wirklicher Hofkriegsrat
General- Feldwachtmeister

Vorname Franz Ludwig zur Unterscheidung, seit 1712 Leibgardehauptmann. 1717 nach seiner Stelle als Ome wurde er kommandierender General in Mähren und Kommandant der Festung Spielberg, 1724 FML, 1741 Ruhestand, starb 1742 kinderlos (wikip.).
V"
675,"Franz Wilhelm G.v.","Salm u. Reifferscheid","1715 wGR",2,0,"Erbmarschall des Erbstifts Köln. Starb 1734."
677,"Ernst Joseph Fr.v.","Hätzenberg u. Cronberg","1720 NÖRR",2,0,
678,"Leopold G.v.","Strasoldo (I)",,2,0,
680,"Friedrich G.v.","Sorbelloni",,2,0,
682,"Joseph G.v.","Herberstein",,2,0,"1716 ein Seyfried G.v. Herberstein ???
1717 niemand
1718: nur G.v. Herberstein"
683,"Joseph Marin Fr.v.","Andlau",,2,0,
684,"Otto Ferdinand Felix G.v.","Hohenfeld","1716 wK, NÖRR, 1735 wGR",2,0,"auch Rat des NÖ Landschaftsausschuß

v"
686,"Johann Friedrich G.v.","Mettich",,2,0,
688,"Maximilian G.v.","Galler",,2,0,
689,"Matthias","Schaupauer",,2,0,
690,"vacat","vacat",,2,0,
691,"Gregor","Winter",,2,0,"Bruder des 1718 verstorbenen Trabanten Rottmeisters Matthias Winter (Abh 666-1718/1901).

Seine Witwe Maria Ernestina heiratet 1741 neu (Trauungsbuch St. Stephan 1739-41, 573)."
694,"Ferdinand","Wolff",,2,0,"+ 1 Hofmeisterdiener"
695,"Ferdinand Ignaz  v.","Leesern",,2,0,"Ehemann einer Barbara, geb. Rubanin (Test 632, 1730/3)."
696,"Johann Georg","Woller",,2,0,
697,"Martin","Wellard",,2,0,"1719: + 2 Heubinder, 1 Futterknecht, 10 Leiblakaien, 2 Leibkutscher,44 ord. Kutscher, 17 reitknechte und 6 Sänftenjungen"
700,"Maria Anna G.v.","Hamilton",,1,0,
703,"Maria Anna G.v.","Künigl",,1,0,
704,"Maria Elisabeth G.v.","Martinitz",,1,0,"1719 theresia M. im schem. Verwandte?"
705,"Maria Charlotta G.v.","Jörger",,1,0,
706,"Maria Josepha G.v.","Thierheim",,1,0,
710,"Maria Josepha G.v.","Lamberg",,1,0,
711,"Eleonora G.v.","Esterhazy",,1,0,
712,"Cäcilia G.v.","Trautmannsdorf",,1,0,
716,"Maria Henrietta","Leonardi",,1,0,
722,"Elisabeth","Küchl",,1,0,
723,"Salome","Grossi",,1,0,"1 Gehilfin

ist Taufpatin für die Tochter von Jakob Ertl und seiner Frau Catharina, Maria Salome Caecilia, getauft am 21.11.1733 (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 133).

Starb am 6.2.1746 als relicta quarda dames im amalischen Hof Hofburgpfarre, Sterbebuch 1648-1755, 18)."
725,"Leopoldina","Rausch",,1,0,
726,"Johanna","Mutio",,1,0,
727,"Margaretha","Biberthaler",,1,0,
728,"Elisabeth","Clausern",,1,0,
730,"Barbara","Horn",,1,0,
731,"Maria Anna","Custodes",,1,0,
735,"Franz Ferdinand","Wapler",,2,0,
736,"Franz Karl","Hirsch",,2,0,
737,"Johann Baptist","Bonte",,2,0,
740,"Veit Anton","Hatram",,2,0,
742,"Thomas","Flätschger",,2,0,"+ 2 Jungen
1719 ebenso"
744,"Friedrich Lorenz G.v.","Cavriani","1724 wK",2,0,"1.5.1718-Tod Karls
übernimmt Amt fast 1 Monat nach Abgang vom Vorgänger. Freiherr auf Unterwaltersdorf. Heiratet das Kammerfräulein Rosalia von Stürck. 
1745 gestrichen

v"
